-1,-1,-1,-1,-1,-1,533,533,-1,-1,-1,-1,-1,-1,-1,-1,533,533,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,533,533,-1,-1,-1,-1,-1,-1,-1,-1,533,533,-1,-1,-1,-1,-1,-1,-1,-1
533,533,533,533,-1,-1,533,533,-1,-1,533,533,533,533,533,533,533,533,-1,-1,533,533,533,533,533,533
533,533,533,533,-1,-1,533,533,-1,-1,533,533,533,533,533,533,533,533,-1,-1,533,533,533,533,533,533
483,483,483,483,432,432,-1,-1,-1,-1,432,432,-1,-1,-1,-1,533,533,-1,-1,533,533,483,483,533,533
483,483,483,483,432,432,-1,-1,-1,-1,432,432,-1,-1,-1,-1,533,533,-1,-1,533,533,483,483,533,533
483,483,533,533,533,533,533,533,533,533,-1,-1,482,482,-1,-1,-1,-1,432,432,483,483,483,483,483,483
483,483,533,533,533,533,533,533,533,533,-1,-1,482,482,-1,-1,-1,-1,432,432,483,483,483,483,483,483
483,483,483,483,-1,-1,533,533,-1,-1,-1,-1,533,533,-1,-1,533,533,533,533,533,533,533,533,483,483
483,483,483,483,-1,-1,533,533,-1,-1,-1,-1,533,533,-1,-1,533,533,533,533,533,533,533,533,483,483
533,533,533,533,-1,-1,533,533,-1,-1,533,533,533,533,-1,-1,-1,-1,533,533,-1,-1,-1,-1,-1,-1
533,533,533,533,-1,-1,533,533,-1,-1,533,533,533,533,-1,-1,-1,-1,533,533,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,432,432,483,483,432,432,-1,-1,432,432,483,483,-1,-1,533,533,-1,-1,-1,-1,533,533
-1,-1,-1,-1,432,432,483,483,432,432,-1,-1,432,432,483,483,-1,-1,533,533,-1,-1,-1,-1,533,533
-1,-1,533,533,533,533,483,483,533,533,533,533,533,533,533,533,-1,-1,483,483,432,432,-1,-1,533,533
-1,-1,533,533,533,533,483,483,533,533,533,533,533,533,533,533,-1,-1,483,483,432,432,-1,-1,533,533
432,432,-1,-1,-1,-1,432,432,-1,-1,-1,-1,533,533,-1,-1,483,483,483,483,533,533,-1,-1,533,533
432,432,-1,-1,-1,-1,432,432,-1,-1,-1,-1,533,533,-1,-1,483,483,483,483,533,533,-1,-1,533,533
533,533,533,533,-1,-1,533,533,533,533,-1,-1,533,533,432,432,533,533,533,533,533,533,-1,-1,-1,-1
533,533,533,533,-1,-1,533,533,533,533,-1,-1,533,533,432,432,533,533,533,533,533,533,-1,-1,-1,-1
-1,-1,-1,-1,432,432,-1,-1,483,483,483,483,-1,-1,-1,-1,483,483,533,533,-1,-1,-1,-1,533,533
-1,-1,-1,-1,432,432,-1,-1,483,483,483,483,-1,-1,-1,-1,483,483,533,533,-1,-1,-1,-1,533,533
-1,-1,533,533,533,533,533,533,483,483,-1,-1,-1,-1,-1,-1,-1,-1,533,533,-1,-1,533,533,533,533
-1,-1,533,533,533,533,533,533,483,483,-1,432,432,432,432,-1,-1,-1,533,533,-1,-1,533,533,533,533
-1,-1,533,533,-1,-1,-1,-1,-1,-1,-1,432,999,-1,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,533,533,-1,-1,-1,-1,-1,-1,-1,432,-1,-1,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

