-1,-1,483,483,483,483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,483,483,-1,-1
-1,-1,483,483,483,483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,483,483,-1,-1
483,483,483,483,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,483,483
483,483,483,483,-1,-1,-1,-1,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1,-1,-1,483,483
483,483,-1,-1,-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1,482,482
483,483,-1,-1,-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1
482,482,-1,-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1
-1,-1,-1,-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1
-1,-1,-1,-1,-1,432,432,432,-1,-1,-1,-1,-1,-1,432,432,432,432,432,432,-1,-1,432,-1,-1,-1
-1,-1,-1,-1,-1,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,432,-1,-1,-1
533,533,-1,-1,-1,432,-1,-1,482,-1,-1,-1,482,-1,-1,-1,432,432,432,-1,-1,-1,-1,-1,-1,-1
533,533,-1,-1,-1,432,-1,-1,482,-1,-1,-1,482,-1,-1,-1,432,432,432,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,-1,-1,-1,533,533,533,533
-1,-1,-1,-1,432,432,-1,-1,432,432,432,432,-1,-1,-1,-1,432,432,432,-1,-1,-1,533,533,533,533
-1,-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1,-1,-1
-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1,-1
-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1,-1
-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,432,432,432,432,432,432,432,432,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,432,432,432,432,-1,-1,432,432,432,432,432,432,432,432,-1,-1,432,432,432,432,-1,-1,483,483
-1,-1,432,432,432,432,432,432,-1,-1,432,432,432,432,-1,-1,432,432,432,432,432,432,-1,-1,483,483
483,483,-1,-1,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,483,483,483,483
483,483,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,483,483,483,483
482,482,483,483,-1,-1,-1,-1,-1,-1,-1,432,-1,-1,432,-1,-1,-1,-1,-1,483,483,483,483,482,482
482,482,483,483,-1,-1,-1,-1,-1,-1,-1,432,-1,-1,432,-1,-1,-1,-1,-1,483,483,483,483,482,482

