-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,432,432,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,432,432,-1,-1,-1,-1,-1,-1
-1,-1,432,432,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,-1,-1,-1,-1
-1,-1,432,432,432,432,432,432,432,432,-1,-1,432,432,-1,-1,-1,-1,432,432,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432
-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432
-1,-1,533,533,533,533,533,533,533,533,533,533,-1,-1,432,432,432,-1,-1,-1,-1,-1,432,432,482,482
-1,-1,533,533,533,533,533,533,533,533,533,533,-1,-1,432,432,432,-1,-1,-1,-1,-1,432,432,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,533,533,-1,-1,432,432,-1,-1,482,482,482,-1,432,432,-1,-1
-1,-1,-1,-1,482,482,482,482,482,482,533,533,-1,-1,432,432,-1,-1,482,482,482,-1,432,432,-1,-1
432,432,-1,-1,432,432,432,432,432,432,533,533,533,533,533,533,-1,-1,533,533,432,432,432,432,-1,-1
432,432,-1,-1,432,432,432,432,432,432,533,533,533,533,533,533,-1,-1,533,533,432,432,432,432,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,482,482,533,533,-1,-1,-1,-1,-1,-1,533,533,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,482,482,533,533,-1,-1,-1,-1,-1,-1,533,533,-1,-1,-1,-1,-1,-1
533,533,533,533,533,533,-1,-1,533,533,533,533,432,432,432,432,-1,-1,533,533,-1,-1,-1,-1,-1,-1
533,533,533,533,533,533,-1,-1,533,533,533,533,432,432,432,432,-1,-1,533,533,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,482,482,482,482,-1,-1,533,533,533,533,533,533,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,-1,-1,-1,-1,533,533,533,533,533,533,-1,-1
432,432,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
432,432,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,432,432,-1,-1,482,482,482,482,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,-1,432
-1,-1,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,-1,432
432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,-1,-1,432,432
432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,-1,432,432,-1,-1,-1,-1,432,432
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,999,-1,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,-1,-1,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

