-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,482,482,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,482,482,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
432,432,-1,-1,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,432,432
482,482,-1,-1,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,-1,-1,482,482
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,432,432,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,432,432,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,432,432,-1,-1,432,432,-1,-1,-1,432,432,432,432,-1,-1,-1,432,432,-1,-1,432,432,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,-1,-1,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,432,-1,-1,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

